"REF_DATE","GEO","DGUID","Commodity","Supply and disposition","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025","Canada","2021A000011124","Corn flour and meal","Ending stocks","Tonnes","288","thousands","3","v108252","1.5.10","","x","","","2"
"2021","Canada","2021A000011124","Rice","Total supply","Tonnes","288","thousands","3","v108255","1.6.2","","..","","","2"
"2022","Canada","2021A000011124","Rice","Total supply","Tonnes","288","thousands","3","v108255","1.6.2","","..","","","2"
"2023","Canada","2021A000011124","Rice","Total supply","Tonnes","288","thousands","3","v108255","1.6.2","","..","","","2"
"2024","Canada","2021A000011124","Rice","Total supply","Tonnes","288","thousands","3","v108255","1.6.2","","..","","","2"
"2025","Canada","2021A000011124","Rice","Total supply","Tonnes","288","thousands","3","v108255","1.6.2","","..","","","2"
"2021","Canada","2021A000011124","Rice","Production","Tonnes","288","thousands","3","v108257","1.6.4","","..","","","2"
"2022","Canada","2021A000011124","Rice","Production","Tonnes","288","thousands","3","v108257","1.6.4","","..","","","2"
"2023","Canada","2021A000011124","Rice","Production","Tonnes","288","thousands","3","v108257","1.6.4","","..","","","2"
"2024","Canada","2021A000011124","Rice","Production","Tonnes","288","thousands","3","v108257","1.6.4","","..","","","2"
"2025","Canada","2021A000011124","Rice","Production","Tonnes","288","thousands","3","v108257","1.6.4","","..","","","2"
"2021","Canada","2021A000011124","Rice","Imports","Tonnes","288","thousands","3","v108258","1.6.5","292.48","","","","2"
"2022","Canada","2021A000011124","Rice","Imports","Tonnes","288","thousands","3","v108258","1.6.5","370.50","","","","2"
"2023","Canada","2021A000011124","Rice","Imports","Tonnes","288","thousands","3","v108258","1.6.5","559.41","","","","2"
"2024","Canada","2021A000011124","Rice","Imports","Tonnes","288","thousands","3","v108258","1.6.5","336.14","","","","2"
"2025","Canada","2021A000011124","Rice","Imports","Tonnes","288","thousands","3","v108258","1.6.5","377.03","","","","2"
"2021","Canada","2021A000011124","Rice","Total disposition","Tonnes","288","thousands","3","v54326407","1.6.11","","..","","","2"
"2022","Canada","2021A000011124","Rice","Total disposition","Tonnes","288","thousands","3","v54326407","1.6.11","","..","","","2"
"2023","Canada","2021A000011124","Rice","Total disposition","Tonnes","288","thousands","3","v54326407","1.6.11","","..","","","2"
"2024","Canada","2021A000011124","Rice","Total disposition","Tonnes","288","thousands","3","v54326407","1.6.11","","..","","","2"
"2025","Canada","2021A000011124","Rice","Total disposition","Tonnes","288","thousands","3","v54326407","1.6.11","","..","","","2"
"2021","Canada","2021A000011124","Rice","Domestic disappearance","Tonnes","288","thousands","3","v108254","1.6.1","","..","","","2"
"2022","Canada","2021A000011124","Rice","Domestic disappearance","Tonnes","288","thousands","3","v108254","1.6.1","","..","","","2"
"2023","Canada","2021A000011124","Rice","Domestic disappearance","Tonnes","288","thousands","3","v108254","1.6.1","","..","","","2"
"2024","Canada","2021A000011124","Rice","Domestic disappearance","Tonnes","288","thousands","3","v108254","1.6.1","","..","","","2"
"2025","Canada","2021A000011124","Rice","Domestic disappearance","Tonnes","288","thousands","3","v108254","1.6.1","","..","","","2"
"2021","Canada","2021A000011124","Rice","Exports","Tonnes","288","thousands","3","v108260","1.6.7","18.12","","","","2"
"2022","Canada","2021A000011124","Rice","Exports","Tonnes","288","thousands","3","v108260","1.6.7","21.17","","","","2"
"2023","Canada","2021A000011124","Rice","Exports","Tonnes","288","thousands","3","v108260","1.6.7","24.86","","","","2"
"2024","Canada","2021A000011124","Rice","Exports","Tonnes","288","thousands","3","v108260","1.6.7","30.85","","","","2"
"2025","Canada","2021A000011124","Rice","Exports","Tonnes","288","thousands","3","v108260","1.6.7","29.27","","","","2"
"2021","Canada","2021A000011124","Rice","Waste","Tonnes","288","thousands","3","v108262","1.6.9","0.00","","","","2"
"2022","Canada","2021A000011124","Rice","Waste","Tonnes","288","thousands","3","v108262","1.6.9","0.00","","","","2"
"2023","Canada","2021A000011124","Rice","Waste","Tonnes","288","thousands","3","v108262","1.6.9","0.00","","","","2"
"2024","Canada","2021A000011124","Rice","Waste","Tonnes","288","thousands","3","v108262","1.6.9","0.00","","","","2"
"2025","Canada","2021A000011124","Rice","Waste","Tonnes","288","thousands","3","v108262","1.6.9","0.00","","","","2"
"2021","Canada","2021A000011124","Breakfast food","Total supply","Tonnes","288","thousands","3","v108266","1.7.2","","..","","","2"
"2022","Canada","2021A000011124","Breakfast food","Total supply","Tonnes","288","thousands","3","v108266","1.7.2","","..","","","2"
"2023","Canada","2021A000011124","Breakfast food","Total supply","Tonnes","288","thousands","3","v108266","1.7.2","","..","","","2"
"2024","Canada","2021A000011124","Breakfast food","Total supply","Tonnes","288","thousands","3","v108266","1.7.2","","..","","","2"
"2025","Canada","2021A000011124","Breakfast food","Total supply","Tonnes","288","thousands","3","v108266","1.7.2","","..","","","2"
"2021","Canada","2021A000011124","Breakfast food","Imports","Tonnes","288","thousands","3","v108269","1.7.5","249.20","","","","2"
"2022","Canada","2021A000011124","Breakfast food","Imports","Tonnes","288","thousands","3","v108269","1.7.5","200.18","","","","2"
"2023","Canada","2021A000011124","Breakfast food","Imports","Tonnes","288","thousands","3","v108269","1.7.5","182.86","","","","2"
"2024","Canada","2021A000011124","Breakfast food","Imports","Tonnes","288","thousands","3","v108269","1.7.5","","..","","","2"
"2025","Canada","2021A000011124","Breakfast food","Imports","Tonnes","288","thousands","3","v108269","1.7.5","183.87","","","","2"
"2021","Canada","2021A000011124","Breakfast food","Total disposition","Tonnes","288","thousands","3","v54326408","1.7.11","","..","","","2"
"2022","Canada","2021A000011124","Breakfast food","Total disposition","Tonnes","288","thousands","3","v54326408","1.7.11","","..","","","2"
"2023","Canada","2021A000011124","Breakfast food","Total disposition","Tonnes","288","thousands","3","v54326408","1.7.11","","..","","","2"
"2024","Canada","2021A000011124","Breakfast food","Total disposition","Tonnes","288","thousands","3","v54326408","1.7.11","","..","","","2"
"2025","Canada","2021A000011124","Breakfast food","Total disposition","Tonnes","288","thousands","3","v54326408","1.7.11","","..","","","2"
"2021","Canada","2021A000011124","Breakfast food","Exports","Tonnes","288","thousands","3","v108271","1.7.7","140.07","","","","2"
"2022","Canada","2021A000011124","Breakfast food","Exports","Tonnes","288","thousands","3","v108271","1.7.7","138.70","","","","2"
"2023","Canada","2021A000011124","Breakfast food","Exports","Tonnes","288","thousands","3","v108271","1.7.7","134.29","","","","2"
"2024","Canada","2021A000011124","Breakfast food","Exports","Tonnes","288","thousands","3","v108271","1.7.7","","..","","","2"
"2025","Canada","2021A000011124","Breakfast food","Exports","Tonnes","288","thousands","3","v108271","1.7.7","145.59","","","","2"
"2021","Canada","2021A000011124","Sugar refined","Total supply","Tonnes","288","thousands","3","v108277","1.8.2","1920.47","","","","2"
"2022","Canada","2021A000011124","Sugar refined","Total supply","Tonnes","288","thousands","3","v108277","1.8.2","1971.37","","","","2"
"2023","Canada","2021A000011124","Sugar refined","Total supply","Tonnes","288","thousands","3","v108277","1.8.2","1875.45","","","","2"
"2024","Canada","2021A000011124","Sugar refined","Total supply","Tonnes","288","thousands","3","v108277","1.8.2","1987.62","","","","2"
"2025","Canada","2021A000011124","Sugar refined","Total supply","Tonnes","288","thousands","3","v108277","1.8.2","1971.89","","","","2"
"2021","Canada","2021A000011124","Sugar refined","Beginning stocks","Tonnes","288","thousands","3","v108278","1.8.3","94.66","","","","2"
"2022","Canada","2021A000011124","Sugar refined","Beginning stocks","Tonnes","288","thousands","3","v108278","1.8.3","124.17","","","","2"
"2023","Canada","2021A000011124","Sugar refined","Beginning stocks","Tonnes","288","thousands","3","v108278","1.8.3","71.01","","","","2"
"2024","Canada","2021A000011124","Sugar refined","Beginning stocks","Tonnes","288","thousands","3","v108278","1.8.3","56.56","","","","2"
"2025","Canada","2021A000011124","Sugar refined","Beginning stocks","Tonnes","288","thousands","3","v108278","1.8.3","100.83","","","","2"
"2021","Canada","2021A000011124","Sugar refined","Production","Tonnes","288","thousands","3","v108279","1.8.4","1450.18","","","","2"
"2022","Canada","2021A000011124","Sugar refined","Production","Tonnes","288","thousands","3","v108279","1.8.4","1459.64","","","","2"
"2023","Canada","2021A000011124","Sugar refined","Production","Tonnes","288","thousands","3","v108279","1.8.4","1412.89","","","","2"
"2024","Canada","2021A000011124","Sugar refined","Production","Tonnes","288","thousands","3","v108279","1.8.4","1486.07","","","","2"
"2025","Canada","2021A000011124","Sugar refined","Production","Tonnes","288","thousands","3","v108279","1.8.4","1451.46","","","","2"
"2021","Canada","2021A000011124","Sugar refined","Imports","Tonnes","288","thousands","3","v108280","1.8.5","375.63","","","","2"
"2022","Canada","2021A000011124","Sugar refined","Imports","Tonnes","288","thousands","3","v108280","1.8.5","387.56","","","","2"
"2023","Canada","2021A000011124","Sugar refined","Imports","Tonnes","288","thousands","3","v108280","1.8.5","391.55","","","","2"
"2024","Canada","2021A000011124","Sugar refined","Imports","Tonnes","288","thousands","3","v108280","1.8.5","444.99","","","","2"
"2025","Canada","2021A000011124","Sugar refined","Imports","Tonnes","288","thousands","3","v108280","1.8.5","419.60","","","","2"
"2021","Canada","2021A000011124","Sugar refined","Total disposition","Tonnes","288","thousands","3","v54326411","1.8.11","1796.30","","","","2"
"2022","Canada","2021A000011124","Sugar refined","Total disposition","Tonnes","288","thousands","3","v54326411","1.8.11","1900.36","","","","2"
"2023","Canada","2021A000011124","Sugar refined","Total disposition","Tonnes","288","thousands","3","v54326411","1.8.11","1818.89","","","","2"
"2024","Canada","2021A000011124","Sugar refined","Total disposition","Tonnes","288","thousands","3","v54326411","1.8.11","1886.79","","","","2"
"2025","Canada","2021A000011124","Sugar refined","Total disposition","Tonnes","288","thousands","3","v54326411","1.8.11","1855.75","","","","2"
"2021","Canada","2021A000011124","Sugar refined","Domestic disappearance","Tonnes","288","thousands","3","v108276","1.8.1","1144.05","","","","2"
"2022","Canada","2021A000011124","Sugar refined","Domestic disappearance","Tonnes","288","thousands","3","v108276","1.8.1","1233.04","","","","2"
"2023","Canada","2021A000011124","Sugar refined","Domestic disappearance","Tonnes","288","thousands","3","v108276","1.8.1","1155.14","","","","2"
"2024","Canada","2021A000011124","Sugar refined","Domestic disappearance","Tonnes","288","thousands","3","v108276","1.8.1","1181.95","","","","2"
"2025","Canada","2021A000011124","Sugar refined","Domestic disappearance","Tonnes","288","thousands","3","v108276","1.8.1","1129.89","","","","2"
"2021","Canada","2021A000011124","Sugar refined","Exports","Tonnes","288","thousands","3","v108282","1.8.7","652.25","","","","2"
"2022","Canada","2021A000011124","Sugar refined","Exports","Tonnes","288","thousands","3","v108282","1.8.7","667.32","","","","2"
"2023","Canada","2021A000011124","Sugar refined","Exports","Tonnes","288","thousands","3","v108282","1.8.7","663.75","","","","2"
"2024","Canada","2021A000011124","Sugar refined","Exports","Tonnes","288","thousands","3","v108282","1.8.7","704.84","","","","2"
"2025","Canada","2021A000011124","Sugar refined","Exports","Tonnes","288","thousands","3","v108282","1.8.7","725.85","","","","2"
"2021","Canada","2021A000011124","Sugar refined","Ending stocks","Tonnes","288","thousands","3","v108285","1.8.10","124.17","","","","2"
"2022","Canada","2021A000011124","Sugar refined","Ending stocks","Tonnes","288","thousands","3","v108285","1.8.10","71.01","","","","2"
"2023","Canada","2021A000011124","Sugar refined","Ending stocks","Tonnes","288","thousands","3","v108285","1.8.10","56.56","","","","2"
"2024","Canada","2021A000011124","Sugar refined","Ending stocks","Tonnes","288","thousands","3","v108285","1.8.10","100.83","","","","2"
"2025","Canada","2021A000011124","Sugar refined","Ending stocks","Tonnes","288","thousands","3","v108285","1.8.10","116.14","","","","2"
"2021","Canada","2021A000011124","Maple sugar","Total supply","Tonnes","288","thousands","3","v108289","1.9.2","94.28","","","","2"
"2022","Canada","2021A000011124","Maple sugar","Total supply","Tonnes","288","thousands","3","v108289","1.9.2","96.68","","","","2"
"2023","Canada","2021A000011124","Maple sugar","Total supply","Tonnes","288","thousands","3","v108289","1.9.2","67.10","","","","2"
"2024","Canada","2021A000011124","Maple sugar","Total supply","Tonnes","288","thousands","3","v108289","1.9.2","92.92","","","","2"
"2025","Canada","2021A000011124","Maple sugar","Total supply","Tonnes","288","thousands","3","v108289","1.9.2","104.54","","","","2"
"2021","Canada","2021A000011124","Maple sugar","Beginning stocks","Tonnes","288","thousands","3","v108290","1.9.3","45.77","","","","2"
"2022","Canada","2021A000011124","Maple sugar","Beginning stocks","Tonnes","288","thousands","3","v108290","1.9.3","22.03","","","","2"
"2023","Canada","2021A000011124","Maple sugar","Beginning stocks","Tonnes","288","thousands","3","v108290","1.9.3","21.69","E","","","2"
"2024","Canada","2021A000011124","Maple sugar","Beginning stocks","Tonnes","288","thousands","3","v108290","1.9.3","6.78","E","","","2"
"2025","Canada","2021A000011124","Maple sugar","Beginning stocks","Tonnes","288","thousands","3","v108290","1.9.3","23.73","E","","","2"
"2021","Canada","2021A000011124","Maple sugar","Production","Tonnes","288","thousands","3","v108291","1.9.4","47.20","","","","2"
"2022","Canada","2021A000011124","Maple sugar","Production","Tonnes","288","thousands","3","v108291","1.9.4","72.64","","","","2"
"2023","Canada","2021A000011124","Maple sugar","Production","Tonnes","288","thousands","3","v108291","1.9.4","43.52","","","","2"
"2024","Canada","2021A000011124","Maple sugar","Production","Tonnes","288","thousands","3","v108291","1.9.4","83.03","","","","2"
"2025","Canada","2021A000011124","Maple sugar","Production","Tonnes","288","thousands","3","v108291","1.9.4","78.77","","","","2"
"2021","Canada","2021A000011124","Maple sugar","Imports","Tonnes","288","thousands","3","v108292","1.9.5","1.31","","","","2"
"2022","Canada","2021A000011124","Maple sugar","Imports","Tonnes","288","thousands","3","v108292","1.9.5","2.01","","","","2"
"2023","Canada","2021A000011124","Maple sugar","Imports","Tonnes","288","thousands","3","v108292","1.9.5","1.88","","","","2"
"2024","Canada","2021A000011124","Maple sugar","Imports","Tonnes","288","thousands","3","v108292","1.9.5","3.11","","","","2"
